#xor_srcip xor_dstip xor_prot xor_srcport xor_dstport flowcnt pktcnt
3660498111 2063450829 17 1220 54990 5 6
3731847973 987022662 6 92 4479 3 3
2732659867 210640496 23 836 46339 2 3
3658453357 2076610460 17 1205 51054 3 3
216289463 2932351235 23 178 6750 2 2
2098740171 2080957355 6 217 56895 1 1
2890486643 158084640 23 86 3638 4 4
2021230761 2247265253 17 1311 35606 7 11
2840227539 10300097 23 1436 902 6 6
58892110 27716457 23 244 16774 2 43
175392767 2834452564 0 243 15000 2 2
1717367164 825626659 17 485 3530 3 3
80178559 3857836250 0 1414 11982 4 4
2691146943 57948 23 130 31951 2 2
3392613921 979567215 6 690 24899 1 1
2936063881 1180497346 23 417 38809 6 11
1779047163 1956380098 17 78 25272 3 3
140967551 221688937 0 219 27522 4 32
112209 182515062 23 233 11909 2 2
2751245075 2837516703 0 52 50799 4 4
2873158804 3866034943 23 1224 44421 4 4
3417869783 3679577819 6 102 80 1 132
3741176162 1934845480 17 94 27945 1 1
0 0 0 0 0 0 0
180868616 3785378281 23 794 3874 4 5
3669769973 1925548971 6 374 10469 3 3
218879 1238012745 0 173 15033 4 4
1912521347 1925625625 17 506 6273 1 1
0 0 0 0 0 0 0
2894070689 1092020080 0 0 18663 2 2
3164867389 4012393424 23 127 41494 4 28
3502357501 962412951 17 404 9201 3 3
122874067 1093788697 0 483 597 2 2
3125081903 2807684827 23 176 14573 2 2
2427587714 1920139189 6 196 11847 3 3
3716101912 2063477016 17 60 4972 1 1
1972174464 2080956428 6 246 47616 3 10
0 0 0 0 0 0 0
323076023 1199086809 0 228 50039 6 6
174148 1087177620 0 302 37611 2 2
0 0 0 0 0 0 0
3578401163 2229903036 6 18 25157 3 3
0 0 0 0 0 0 0
485356015 184499020 23 31 46151 4 4
3716111178 1027608554 17 287 16372 1 1
100824996 12799061 23 1423 53630 6 104
1920842002 2588127820 6 292 38445 3 4
2053756551 3701403157 17 372 10399 3 3
33431 3885079773 0 0 53860 2 2
3669237092 2053403857 17 548 54449 5 218
2044232062 2587967492 17 167 34671 5 44
3669979845 2213074182 6 1109 20633 3 3
0 0 0 0 0 0 0
2966189909 1181440521 0 30 5832 2 2
2894139285 130665561 23 112 18705 2 2
3498133953 1979258714 6 434 10450 5 5
433164678 2938399423 0 45 38902 4 4
1912524194 2081405068 6 60 17677 3 13
1912491682 2080996097 17 129 20190 1 1
3716095145 2076425844 6 60 6064 1 1
1973241506 3441502612 6 277 45749 3 3
1983833564 1035352566 6 62 25540 3 3
3516524190 2129803106 17 509 55310 3 3
2691027837 107971847 0 209 3192 2 2
17176040 309847146 0 136 53606 6 12
1989143174 1934841883 6 531 1935 1 1
2098815255 2080772962 6 266 1436 1 1
3739644092 1828016759 6 405 9466 5 6
3642543901 3644720889 17 605 11153 7 13
22641098 111487298 0 1227 24869 4 9
239469 2690820662 23 1061 12594 2 2
3716110047 1019637000 6 1494 22696 1 2
1965966010 3685092184 17 955 9011 3 3
2873106421 4042294482 0 1492 31399 4 7
0 0 0 0 0 0 0
2894069811 116911113 0 199 1868 2 2
48864 2694182775 0 257 11217 2 2
3716094769 2080920749 6 60 1166 1 1
3617294857 3523442739 17 2 51804 5 10
3947890996 30959715 0 15 8505 4 8
488371984 262673413 23 0 63516 4 5
1989143170 2081130715 6 65 1935 1 1
2177062 130754006 23 61 6727 2 2
1912409181 2080949698 6 234 6442 1 1
3590528705 2102441454 17 760 22774 3 42
3669994519 3679576460 6 60 12821 1 1
3744194419 1005130832 17 142 31590 3 3
1912362722 1995025440 6 60 6588 1 1
1196166284 64094715 0 1470 3144 6 51
3721364587 2465133969 6 1451 14752 7 75
1162364133 243927057 0 554 61440 4 4
3254984689 2622948134 6 489 47076 7 7
3716134676 2053403839 6 76 4182 1 1
127252898 243721 0 1514 23795 2 2
2789748092 3913870923 0 141 9880 6 6
3669851253 2078713984 6 445 30662 5 5
2064992061 3701081874 17 908 39227 5 6
2894159261 1101057156 0 264 10667 2 2
2894150963 3863834638 23 1334 2623 4 7
1991138323 3615121575 17 63 63699 5 31
3516541377 2472699637 17 150 52965 3 3
101309 2696211773 0 796 7281 6 6
2894158435 1211453856 23 118 15284 4 5
2885114211 88965039 23 178 49601 2 2
2935518825 96198597 0 16 4090 4 4
2038063000 2081053350 17 905 17288 3 99
2690984862 1101107731 23 1508 25306 2 2
2812694234 4040688751 23 1446 5729 4 38
9977 346286 0 1507 2841 2 2
131727 14844 23 1268 30991 4 7
2690929383 3881332691 0 503 9491 4 195
3533510507 1000840024 17 459 15793 5 5
2894073839 257681179 23 126 13592 2 2
2894150943 3094 0 1414 64673 2 4
1940442996 2064846010 17 537 55259 3 3
0 0 0 0 0 0 0
3616931435 2083064751 6 1272 38626 5 6
3516438619 1921770219 17 1031 7609 5 6
1723485444 2610697626 17 364 18734 7 7
3741317423 2001579410 6 1306 80 1 1
2894114296 125584406 23 1941 1207 6 19
2882576101 1272042419 23 173 54197 2 2
1912566223 2076417413 6 750 24023 1 1
3596257862 2102736094 17 106 58791 3 3
1731746369 1037562131 6 195 24684 3 3
2098794764 2483291040 17 123 41557 7 47
0 0 0 0 0 0 0
1912571254 3529919027 17 154 55521 5 31
2690989430 2689090543 23 475 5498 4 4
0 0 0 0 0 0 0
3400838381 979571060 17 314 26284 1 1
0 0 0 0 0 0 0
2700417549 2940486337 0 1152 8248 4 4683
3715966391 2080862548 6 649 26016 3 165
230198940 2788427759 0 862 16261 4 4
2751786517 130600503 23 126 16767 2 2
2894072238 1185133327 0 1098 10519 2 2
3419597742 2076345365 17 323 6800 1 1
2791685420 2912945440 23 573 10458 4 311
170254404 3900870498 23 632 325 4 4
2853934634 4177285210 0 971 7504 8 8
80835232 2834370872 0 173 434 6 6
3541365043 3793590852 23 1331 56335 6 8
1991121692 3701170987 6 60 56795 3 4
2098736058 1940245501 6 60 14619 1 1
130123153 1097188719 0 344 14515 4 6
3417869783 3679577819 6 410 80 1 1
2691087486 1277021989 23 620 7587 4 4
3741187445 2063479427 6 60 51836 3 4
216306984 1277414769 23 178 15424 2 2
2647980231 1972109775 17 1236 56372 5 13
3716057332 1918304374 17 1994 20791 3 52
2098729475 2229976935 6 1329 7536 3 3
1916322787 3742691614 6 33 56300 3 3
3669214882 1925534408 17 1907 55643 5 5
73420 87548299 23 9 37043 4 6
2064922781 2122003000 6 382 56911 5 26
2691104670 220846031 0 0 28075 2 2
3557893608 2615299368 6 480 35954 5 5
2882650387 1267344641 23 706 1236 2 2
2061038922 3598500113 17 2 32233 7 7
1912493725 2081051537 6 181 49482 1 1
3020071629 2801020159 0 260 54011 6 8
2688472108 57487449 0 851 1879 6 182
1912563873 1025476578 6 62 13152 1 1
3716057686 2080911653 17 93 3230 1 1
1989143170 2076246473 6 141 1935 1 10
3639621242 1934631002 6 455 40522 7 157
1731220667 2117842892 6 1284 42807 3 3
3519952313 2532351947 17 57 28722 5 5
2690930773 202820902 23 336 9408 2 2
187017617 3899817440 0 196 4991 4 4
2098922405 1899857733 6 699 3476 1 1
2824196379 2914865447 23 333 60408 4 28
3642632407 2122046074 17 1183 11680 3 109
2061007264 988876182 6 1454 18639 3 3
71452602 178249711 23 99 19932 4 4
3509275808 1898050277 6 1458 23161 3 11
1903090500 1040998105 17 291 32163 5 46
1724786054 1937030530 17 746 54023 3 3
175582052 3778206027 0 551 15426 4 4
63552 1094446059 23 120 5752 2 2
2087128294 2081103627 6 561 4864 5 5
216389071 3865792717 23 1192 13109 4 7
2138485733 2053521278 6 394 14918 3 3
42390197 3803363804 0 810 57325 4 172
122736472 2818732930 0 1494 17146 2 19
1991236750 2034615555 17 37 32230 3 9
194407764 3903460988 0 950 26168 6 6
464940892 178458137 23 1847 10037 4 5
382624228 1188892870 0 128 13315 2 4
2012288299 3574809858 6 250 37 5 7
2873211369 428711332 23 1189 17795 2 2
3452506952 895468763 6 62 15394 3 4
2122321436 1936036462 6 687 60500 5 5
3719894370 2638168606 17 1321 28365 5 26
2936196866 182551517 23 164 33936 4 4
2749889070 2807992788 23 847 11170 2 2
400990759 2801298091 23 355 31668 4 4
2098766322 3692401387 6 1334 22245 5 51
3179167357 2838336263 23 1370 62023 4 10
1731445839 3700976413 6 678 8864 3 3
1929068759 1975173414 6 1221 52068 5 5
2873142070 27783824 0 1492 5206 2 2
382706503 2887592234 0 183 57805 4 4
1983721650 1995103891 17 833 15862 3 11
2894329701 3074804955 0 2 21761 2 14
2096358709 2001022189 17 243 237 9 11
3532670234 2191604025 17 1234 54068 5 89
3716044153 3679491823 6 1396 35997 3 3
2889304889 2818665122 0 112 58140 4 4
3669874001 2081100977 17 185 2580 5 5
187112184 3903637228 23 472 15008 4 4
3578003916 1029794677 6 522 52312 7 10
3617004911 2080866719 6 1989 6451 3 3
2894204096 1095273556 23 356 2367 2 8
2812711526 2808077038 23 8 50790 2 2
1975356070 2081004429 6 1210 7234 3 5
196483122 182596488 23 1320 2176 4 4
2936250754 2940288502 23 863 8109 4 4
2873356679 140932018 0 124 1909 4 4
2751308059 4012421136 0 152 51799 2 2
216408738 202807346 0 122 1932 2 2
3526214389 1936731664 6 78 19488 3 3
2803256352 1084633862 0 433 38758 4 4
1930979564 3256367267 17 1022 12774 7 7
158768158 1335349767 0 780 12001 2 2
2894289330 130634487 0 626 5149 2 85
1887719548 1794877655 17 231 17566 5 7
122836918 1269366345 0 406 56285 2 2
31454 220979530 0 122 7608 2 2
2065128817 3598286331 17 191 54401 3 3
3392720017 914166705 17 421 22648 3 3
1912499036 2080773739 17 144 21070 1 1
3516566827 2463994591 6 614 4895 5 52
2812735786 2926316407 0 1555 25235 6 16
3544520723 3697911998 17 872 59135 5 5
1989131803 814594138 17 692 54889 5 7
2840384261 33088852 0 457 54712 6 6
3334119736 2168007206 6 653 18254 3 3
0 0 0 0 0 0 0
244510322 1260485798 23 171 29839 4 4
3123577303 1254840744 0 984 49548 4 9
1912387033 1995022405 6 23 7975 3 3
3669855759 2081400516 6 244 28945 3 3
1912552674 2063467941 17 406 10911 1 1
2894293637 1335281794 0 642 47581 2 2
2045505940 3390348784 17 291 22814 7 1075
2691100697 1313581973 23 1419 5777 6 6
2791929183 3074883522 23 874 15580 2 2
1912431413 3491164124 17 1444 65 3 75
1912409237 1934866982 6 261 12513 1 1
2873142611 257673906 0 1530 62417 4 4
3354974585 2056743410 17 618 49461 3 3
25651 1227911865 23 354 9745 4 4
24031 1175441404 0 559 30999 2 2
2098734511 2495993685 17 221 19817 3 8
3639463030 1030864997 17 1291 36226 5 5
1912357342 1995070260 17 79 65219 5 9
2056330842 2080994530 6 64 18092 3 251
2093983720 1774668368 17 28 61761 5 5
3617061869 753471391 6 426 10709 5 5
2944623057 189247938 23 79 35428 4 4
1990289723 990711948 6 14 45933 3 3
2884861715 1188891049 0 126 41091 2 2
2124047715 2080902813 6 248 41876 3 3
183066932 18850731 0 686 22607 4 4
2885002504 3821187262 0 1927 10050 6 6
2791837136 3919841330 23 44 13743 6 12
3716013294 3445803760 17 828 61571 5 5
46538937 155454211 0 342 54199 6 6
3716000691 2081021973 17 1215 58567 3 3
2098958802 1934834664 17 191 25507 1 1
0 0 0 0 0 0 0
3184983428 162197915 23 212 31076 6 6
0 0 0 0 0 0 0
2012307811 3431411578 6 15 54048 3 71
2894081204 1181458740 0 3 17144 4 4
3741542634 1981745921 6 1521 31956 5 55
216379918 2712239038 23 116 33076 2 2
2936899907 4202867940 23 114 22041 6 179
2061106039 1021011275 6 1087 13802 7 113
3556990127 2080964457 17 603 63208 3 3
2861285280 248016203 0 194 27971 4 4
2098847404 1963742944 6 11 9914 3 3
281654987 86758682 0 189 20679 6 159
3557837963 1027158503 17 1411 3625 3 3
3716126952 1994934676 17 76 5786 1 1
165777931 1276897405 23 1502 35243 4 4
3741284520 2080906772 17 677 6634 3 6
3705434089 2063531925 6 116 43268 3 3
1876717384 2494076638 6 235 49042 5 5
3742792517 1718471933 6 616 31472 7 7
2691073870 143788727 0 179 24967 2 2
3716049820 2110796338 17 70 63541 3 54
2064870509 1940247132 17 314 22382 1 1
1741430103 622614108 6 78 14978 3 3
2894277697 4128067282 0 102 37728 2 5
2751858364 4009930226 0 1296 28562 4 168
3605737429 757083171 6 326 270 3 4
183136461 3869099579 0 1168 45396 4 73
2763378011 485124832 0 362 55760 4 5
1991187476 1940250032 6 60 2035 1 1
3524938095 2063807510 6 1390 28530 5 15
2065094213 2468394158 6 1409 54107 3 3
2691086164 2694177797 23 1471 18491 2 2
2064877640 990865710 17 162 8914 3 3
2955241144 1349708703 0 1459 56828 6 84
2882776369 4000723699 0 27 22195 4 9
2861423729 199219525 23 188 6446 4 4
124886558 2693374896 23 82 38776 4 8
3417418829 2076356852 17 177 12778 1 2
1983842431 3490836381 6 970 133 5 5
2751975425 27718069 23 32 12947 2 3
1889678055 1956378185 6 385 51357 3 3
3495646247 2430222358 6 70 25991 3 3
2882630707 4026178471 23 179 11015 2 3
0 0 0 0 0 0 0
3605660230 2081777365 17 654 4315 3 3
3716096072 950274968 17 293 19747 3 4
3716066871 2076257283 17 1050 21127 3 39
62256 2827874688 23 287 15448 2 2
216342310 3148129927 23 206 26988 4 8
2012405967 3536970678 17 555 58598 3 1018
3410880952 2063052826 17 1511 22376 5 109
2937803376 284369334 0 439 37266 6 6
3669921897 3524339213 6 62 3992 1 1
3524869150 2463086719 17 748 26622 5 5
2823994546 182539720 23 540 12923 2 2
2861348041 1286945319 0 819 58440 6 6
116157 1341914236 0 0 25444 4 4
9049 23281992 0 498 3622 2 2
1621302862 987198719 6 1149 26891 3 4
1974418167 1934642064 17 145 49647 3 3
3453206151 3633825147 6 501 50999 7 18
2086970309 1053061788 6 15 64740 3 3
130027217 1205873554 0 118 25077 2 2
143129415 129945266 0 60 59983 6 14
2098742671 908358076 17 20 11951 3 8
2751878455 68966812 23 0 29312 2 4
80960140 143794087 0 2 7481 2 2
205364047 1204208759 0 92 44067 4 4
157547373 1274475610 23 1368 50706 4 6
1323062109 2934443332 23 650 53340 6 9
363825424 4174466877 0 276 46964 4 5
3616983122 1995033117 6 1165 36167 3 7
3660329114 2081135488 6 1296 4749 3 5
0 0 0 0 0 0 0
3716142748 2080774725 6 60 17833 1 1
216361135 182683950 23 278 8650 2 2
143006614 9666689 23 1426 1427 4 20
3741145346 906300588 6 437 11808 3 3
2065072084 2080938315 17 60 9428 1 1
3399861963 3367579375 17 564 15148 5 5
2894201250 232427354 23 0 11059 2 2
209188265 3968355942 23 48 52515 6 25
1983818850 2015631268 17 58 2223 3 3
1962427590 3454537713 17 566 26238 3 3
3644688821 2076414395 17 1043 38726 3 3
1899342388 1019737974 6 60 3535 1 1
1898992768 825750980 6 342 47058 5 5
0 0 0 0 0 0 0
3277469676 2536916707 6 389 2908 7 69
2791615147 182669045 23 457 15252 2 2
2123893845 2080906949 17 1215 29143 3 3
3502252104 3528759383 17 304 27904 3 3
238736774 1179546861 23 404 49332 4 111
2792325152 2925461794 0 698 646 4 4
2313161 2975081328 23 56 59247 2 2
3516413802 1921225219 6 463 151 5 5
3716121179 1925625625 17 74 9458 1 1
2012444326 3664599517 6 35 31704 3 8
137840452 2737968230 0 996 18415 6 6
3386072179 898532613 6 693 39071 9 9
2741070616 514299486 0 1284 1095 4 4
122795814 64332013 0 1364 35966 4 34
2774665624 1246897530 0 118 35850 2 2
95232715 2859632202 0 650 43285 4 4
1983671702 2146415272 6 754 6809 5 5
1991091364 2081145277 17 140 9442 1 1
2891633807 3061678536 23 141 31908 4 4
223546 15852151 23 748 26335 2 2
216510766 143716436 0 486 7188 2 4
3716098920 2076430400 17 292 9640 1 1
3715921082 1019609952 6 232 59717 1 1
168904948 2866836327 0 108 35904 4 19
60346605 3076525117 0 1321 56410 6 6
3716110969 2080903157 17 60 14494 1 1
472854853 4085255101 23 718 40275 4 4
2884882323 3062013151 23 554 20767 2 2
977256964 2660992155 6 112 14607 3 3
2681675779 3553198443 6 1298 60406 5 127
2791999939 3866058580 23 18 41779 2 3
2882591039 2990898458 0 1373 44342 6 22
2098487652 2430270076 6 1372 47419 3 3
1912382921 2081101730 17 60 1513 1 1
122799023 1235233689 23 1517 54841 4 62
3669920374 2076353492 17 60 19905 1 1
3516648890 1923695759 17 605 53824 3 21
3681724982 866067956 6 173 58117 5 7
3329952707 2486894340 17 221 65061 7 7
216481109 2732707102 0 402 50727 8 47
3354781736 987157742 6 165 39117 3 9
3780001841 2774321256 23 0 1596 2 2
1429 1200551331 23 687 55364 4 6
60698 2932394006 0 842 23017 2 2
155502 3824489149 23 120 38968 4 44
3185689161 3201611269 0 1370 34471 4 4
2753545410 130781818 0 84 29764 2 2
2712586019 824120 23 177 22191 2 2
3716104140 1934849977 6 96 62509 1 1
0 0 0 0 0 0 0
2894117769 130576464 0 349 4326 2 2
0 0 0 0 0 0 0
216487620 182600118 23 262 1779 2 19
3064148181 133104674 0 185 6572 4 4
23654 1181279580 0 70 49067 2 41
3180279060 201836 0 72 29853 4 5
122760153 162372481 23 1099 23757 4 13
2861319880 258763682 0 60 44181 4 4
1986720078 931258120 17 896 34692 3 3
196454831 69087461 23 179 24485 2 2
58867328 130745411 23 117 46472 2 2
2065118067 1994930122 17 323 6800 1 1
390814176 82328524 23 448 20251 2 18
201607463 4132667482 23 475 16663 4 4
130201378 3792569435 0 342 7171 4 25
3589835110 2615796074 17 1063 42800 3 3
19974 1272015727 23 110 25150 2 14
2691080679 2835601212 0 202 25716 2 2
3716139625 1027609405 6 477 5821 1 1
3716084155 2076266888 6 60 12404 1 1
2691149171 257439462 0 105 21451 2 2
3681630287 2145165180 17 589 5978 3 3
8394498 1304494000 0 248 35646 6 7
3495289017 808852342 17 1348 61112 3 3
3616905329 871865758 17 62 27292 3 3
2785802626 3778366281 0 0 1837 4 4
336316991 182704900 0 416 23490 4 4
1900827310 2622741515 6 1370 11852 5 5
2934736252 3983727198 0 726 33262 6 10
216345674 1258590882 0 124 50674 4 4
3657818029 3529851017 17 1345 1962 5 32
2098986441 898411235 6 1111 9312 3 14
2882728538 2914530178 0 197 495 2 2
3716057695 987406016 6 41 14880 3 3
1975390804 1026721039 6 1384 45534 5 15
2749643380 1087198164 23 376 11237 2 3
109611763 229850517 23 472 55402 6 6
3682524741 1981296596 6 51 19464 3 3
1983890987 2081089368 17 62 2033 3 3
213710 130663406 0 466 26265 2 2
3660360340 3256142521 6 292 63843 5 5
2802178671 130701825 0 280 59204 4 4
0 0 0 0 0 0 0
2126144725 2499155296 6 544 38128 5 206
130081115 3907200237 0 14 36275 4 4
3669938672 2590225950 6 55 20218 3 3
183043801 2693937897 23 804 5594 2 2
2098851206 2599422808 17 62 4340 3 3
2783569749 1283399970 23 205 17180 4 4
1305233939 2920992421 0 1056 2866 2 2
3603458118 3670443467 17 33 42612 5 8
2728539122 54130 23 203 52329 2 2
3716059623 1027114557 17 242 19506 3 3
3606832335 1908141678 6 1331 45723 5 9
0 0 0 0 0 0 0
40921839 182507590 0 0 56837 2 6
3723382015 880363832 17 1474 25852 3 3
258239601 2712581075 23 442 36707 4 12
149988551 136120590 0 303 56616 4 4
2894121482 162493566 23 1396 6578 2 2
2732685458 299186608 0 46 23242 2 2
165839864 2807633266 0 630 40468 2 2
2887939603 104127148 23 1880 8168 4 9
0 0 0 0 0 0 0
2873272862 3885034160 23 286 4035 2 2
3741166748 3451645352 17 36 55617 3 3
2098892789 1027180504 17 143 23117 1 1
1912589217 3444517850 17 326 47721 3 3
1926071704 2532767121 6 141 16066 5 5
454632119 3910973714 0 458 40474 4 4
3557644483 883266778 17 568 32321 5 5
14800 220755917 0 927 61036 2 13
3732896342 2076299044 17 148 48025 1 1
124394 2834264694 23 293 56988 4 4
2712197724 4025652 0 514 53769 2 37
239120524 257613893 23 906 26392 4 4
204416980 245299 0 3 16996 2 2
3669877053 1969747030 6 770 3530 5 5
3716042592 1025477060 6 66 64149 1 1
3716117562 1019737176 6 60 3568 1 1
216297834 130764220 23 206 7333 2 14
2812600131 3885323962 23 52 21173 4 23
382585655 4120081 23 562 15613 2 2
3716146723 1994958062 6 64 49671 3 3
2894730609 2914943755 0 1495 35406 6 54
216428229 145893807 23 10 42218 6 7
3682356094 3410979932 17 189 24032 3 10
2074518861 3519744449 17 792 19182 7 12
1840722833 932296192 6 1039 1296 5 5
2060976512 1968125358 17 66 47206 3 6
95823 1188899461 0 957 2673 2 2
135364 12840388 0 27 65479 2 2
122910572 514633 0 0 64172 2 2
2939833521 2801627340 23 1696 29335 6 7
3669884987 2063468082 17 853 32531 1 1
1965863484 1052086424 17 1485 11663 5 8
2098913437 1019709329 17 380 9032 3 3
2774738114 131419353 23 1023 14045 2 2
1912388553 1918818695 17 72 16246 3 3
42648 143769172 0 517 17639 2 4
2096383765 681392622 17 391 41293 5 6
3741141308 2057142123 17 1032 35411 5 26
58800130 2878417386 23 72 39292 6 6
1983860807 3490833856 17 1091 7853 3 3
2936032000 1084544803 23 1478 18049 4 4
2791878566 4163167270 23 1535 9076 6 6
3732903976 2524802864 6 955 52899 5 7
2884868432 2948383201 0 956 22033 4 4
3430650776 894081871 6 1149 22919 7 11
3715632521 878028460 6 72 25747 3 3
2894196347 2887532382 0 1512 13016 2 200
142963394 182509045 0 1428 26529 2 12
2946651521 82811324 0 93 2855 8 151
2792285666 196362905 23 328 8317 4 4
58925233 31032085 23 27 59934 2 2
2894213480 1315679062 0 1333 22388 2 2
2691062410 111529107 23 264 48314 2 6
0 0 0 0 0 0 0
2061022827 3289760784 6 1278 17140 3 3
2065067685 2001587983 17 166 52612 1 1
2134793403 1887903928 17 832 22079 3 3
1766636074 686298617 17 410 65224 7 8
3609174948 1994962171 6 285 49329 3 3
2977681398 292423693 23 351 64021 6 6
1983762570 939497223 17 1448 7530 3 18
101487363 1244538426 23 612 7864 2 3
3891072085 1233931117 0 1509 52485 6 39
2077078197 1029886479 17 142 10442 3 3
2884816696 2693913248 0 195 12786 2 2
3557010398 1916799523 17 75 1987 5 5
3669946026 1994919760 17 60 3970 1 1
50892830 1181444236 23 368 12828 2 2
3716081728 3535840407 6 62 24769 1 1
135641650 3078002273 23 515 33133 4 6
183101272 130796381 23 176 16918 2 2
2894233504 1190745693 0 798 39 2 2
13168362 2871928973 23 122 54394 2 2
216416716 2846167523 23 1175 52298 4 4
130079201 160523463 23 114 12073 2 3
3716151457 1940256284 6 66 3499 1 1
0 0 0 0 0 0 0
71471940 1087293130 23 921 29630 2 2
0 0 0 0 0 0 0
2894158994 64313331 0 1364 9180 4 18
194399020 143905293 0 708 52740 4 5
3716055495 2001588206 17 1482 15000 1 58
3741892843 1987953577 17 1589 14716 5 6
1889789680 954165849 17 1593 10781 7 33
3516527939 3412314131 17 631 14217 3 3
101229948 121117232 23 198 43417 4 296
3796774999 1124094658 23 1355 21989 8 8
65826 2779119223 0 376 12467 2 2
6424 143734329 23 0 25277 2 15
2691078459 182547793 0 176 12564 2 2
2721177050 4027745562 23 158 12350 4 4
2784283192 2705512833 0 320 27315 2 2
3658416366 2610882135 6 1396 5268 3 3
3739131818 757480879 17 143 61533 3 19
0 0 0 0 0 0 0
266848713 41150669 23 2040 59247 4 4
2935406058 3920019856 23 347 48217 4 4
188070574 4239204000 23 495 7854 4 6
0 0 0 0 0 0 0
3715922259 2069460484 6 582 28375 3 3
2085100724 2610706727 17 862 24745 7 22
3716103654 2081144178 17 60 24684 1 3
1679706823 3740230372 6 1914 30672 5 14
3715968587 2430353583 17 932 54321 3 35
2768082549 1189064298 0 171 12136 2 2
230445637 23491916 23 1893 41374 8 494
2741172469 388170051 0 57 7281 4 4
1920952260 3565438394 6 1962 19045 5 73
3516484159 1942205173 17 1130 10714 3 3
1928210039 1973054129 17 1591 57315 7 7
1939048387 2590151931 17 222 49164 3 3
982728111 2066882721 6 60 3777 1 1
0 0 0 0 0 0 0
101021067 184328482 0 1115 2998 2 5
3716057195 2076267800 6 62 53244 1 1
389222387 2733079682 0 77 58251 4 110
1991035734 2063610595 17 140 18380 1 1
1988931349 1897976661 17 61 48413 3 3
1989090626 1994960204 6 72 34051 1 2
3652706970 579941269 6 1128 38543 5 5
3628356114 2110934406 6 395 51556 7 87
71516759 2887602037 23 534 4429 2 16
2884782988 1272257441 23 1414 58837 2 2
220548581 99979390 23 1424 14138 2 2
58845454 919392 23 1503 14658 2 2
1903024115 3746548280 6 153 31596 3 3
2894195158 1101083042 0 113 55769 4 4
2937598185 2767845277 23 176 34844 2 2
73491828 3191960618 23 233 399 4 43
58738790 143595 23 1146 17782 2 2
3667914767 883229448 17 788 49076 5 49
3616886203 2483759551 6 32 27892 5 5
3741311524 3491050127 6 107 2360 3 3
31074 143861406 23 587 4809 2 2
185076 2712576435 0 214 13141 2 2
56130112 1201453793 0 1288 4855 6 33
3716086463 3679557760 17 70 15027 1 1
3419616965 3701172722 6 48 14096 3 3
3142090373 1181463424 0 2 20324 2 2
3741215391 1934746865 6 135 18853 5 5
228585676 4172933037 23 229 21947 4 4
2061013665 1921682208 6 1514 6144 3 8
179786 1093798249 0 2 1917 2 2
2136108277 3679608053 6 585 49094 3 3
3681987036 2622522078 6 43 36201 3 3
25097622 1111918882 23 268 44818 4 4
0 0 0 0 0 0 0
1213942437 1281055961 23 1992 21799 4 5
60829570 1274455170 0 180 45332 4 4
196518479 189106572 0 51 4817 2 2
2894148930 1249116990 0 499 12299 2 2
2775400090 3824337017 0 1026 3991 4 9
3716022282 1934826606 6 66 4949 1 1
1305297308 2834243715 23 2 3707 2 2
2861458206 3785799965 23 1399 38361 6 7
2065185212 2076380708 17 104 6800 1 1
2084959921 825091238 6 99 46744 5 5
2098983905 2076379992 6 1496 16977 1 1
65947 1222676468 0 135 44274 4 4
123516 1267345852 0 1001 14067 4 5
2833407240 257428661 23 269 9188 4 4
1912504458 2121796478 6 46 13126 3 11
1912519287 2081345048 6 246 15018 3 3
216472801 1191696521 23 0 5266 2 9
463610892 3875448546 0 440 32162 8 8
2751974796 130624029 0 198 22523 2 2
286248529 251134022 0 617 8937 4 5
1920933806 3565431169 6 241 7651 3 3
76783 1320905926 0 0 17467 2 2
2061033456 2479772874 6 915 58690 5 28
2961377074 1101014728 23 791 19113 4 4
3524855058 1058159871 17 822 45795 5 7
3639881483 877999825 17 444 39005 5 5
2792069669 1093787657 0 202 49090 2 2
1640029959 2466722211 17 240 5782 3 3
3125652192 2827911684 0 428 2930 2 2
241297 182484940 23 199 54735 2 5
3724441882 3746098680 6 66 4654 3 3
130284638 2801264746 0 463 32231 4 4
3688960982 878304750 6 255 28944 5 8
2065074508 3508758445 6 352 15247 5 18
216452787 4055837560 0 451 15107 4 4
3764493612 69033827 23 225 8455 8 8
1912589762 910987062 6 675 19943 5 5
1920834568 2076306263 17 400 13880 3 3
251953 130730541 0 3 9861 2 2
1991110227 1899857512 17 201 16994 1 1
3616664432 2081130957 6 749 18893 3 45
3514997080 2669863224 6 1628 12454 5 39
2894193549 143821400 23 89 63605 4 4
0 0 0 0 0 0 0
58929733 2835477100 23 1296 37473 2 2
3681565981 2083355944 17 797 21262 5 5
2098954224 1027180770 17 143 8069 1 1
79932886 1230285650 23 1207 19362 6 6
1881850754 979515297 6 527 14287 5 7
3715944491 2496634968 17 1449 2700 3 378
101687477 135888974 0 0 52134 2 54
2894322136 3885023909 0 1491 26364 2 2
86796 130672434 0 231 4285 2 2
71456344 162305448 0 11 57181 4 42
1912511607 2076430400 17 292 2739 1 1
3660527775 2511261963 6 759 13817 5 6
1799392919 1904799877 17 286 29555 5 5
0 0 0 0 0 0 0
0 0 0 0 0 0 0
50895080 2695787150 23 684 26746 6 6
3691951615 2230136063 17 918 16536 3 3
3716041964 2081014569 17 60 11661 1 1
142937932 2807914952 0 308 50098 2 2
2751772716 243914734 23 101 48295 4 4
101519606 1204086961 23 114 3075 4 4
