#xor_srcip xor_dstip xor_prot xor_srcport xor_dstport flowcnt pktcnt
2006549898 899234519 17 350 17907 5 5
58914526 36561 0 219 9329 2 3
3669885255 3221801946 17 149 25578 3 3
3164226453 2807873510 23 290 15606 4 4
2727943959 1339809159 23 1856 553 6 12
110157588 105584295 23 282 37237 6 6
100766882 1087167074 0 327 1053 6 8
3516494913 2076195268 17 1402 29783 3 40
1912383229 2063476120 17 74 4770 1 1
258243014 371124587 0 742 53156 4 4
2965866152 1315906718 0 988 65028 4 4
2964899044 2828000606 0 113 58158 2 12
267532796 130634268 0 483 52420 4 4
3669878651 2001595158 17 294 22125 1 1
3502552671 3679976573 6 183 8366 5 134
3149072892 2949442615 23 4 41094 4 4
1906990312 3738980772 17 364 55126 3 3
3119457780 2887685185 0 284 35032 4 12
2015152801 2001401294 6 60 54686 3 5
64603 475188 23 593 65059 2 13
3732903970 2081051761 17 143 21309 1 1
100697720 3899970395 23 479 57858 4 4
2478833659 997070132 6 1185 58739 5 9
2884856885 182565603 23 1434 27256 2 2
2894122110 202830841 0 0 31693 2 2
3590022525 2080920638 6 51 25227 3 14
1841184226 3453023205 6 414 33378 5 5
2098970813 1027206196 6 65 50585 3 234
173573796 13540 0 1128 56394 4 4
339031334 138278 23 86 17616 2 2
2774595600 2886425377 0 1839 29572 4 4
3681786215 3363069239 17 440 60026 5 5
3716095907 2076419341 6 62 11215 1 1
1940545799 3284639640 6 399 45643 5 5
3578491755 3398056056 6 1786 49881 3 5
329776246 2853282224 0 925 29384 8 12
216443407 1214201193 0 197 55097 4 4
163426 1092034675 0 888 23579 2 2
2691104625 1191072340 0 179 10877 2 2
1397945010 3120191670 0 1749 46186 8 129
0 0 0 0 0 0 0
175912982 1265435737 0 201 8495 4 4
2053795555 1903346145 17 1847 31633 5 287
3546114252 1626769894 17 254 47488 5 5
9572903 3762448942 0 351 12358 4 4
2791902332 3918887417 0 1835 25609 4 49
2098930932 2614024216 6 1243 26396 5 138
1912488372 3397697218 17 60 16855 1 1
2828358247 3778311695 23 113 27747 2 11
2894162596 3074839478 23 173 11142 2 2
1912417221 3679500860 6 1344 14494 3 22
2023159000 3621767988 17 49 47780 3 4
146747947 262933199 0 0 19396 2 2
380473640 1191521058 23 208 57052 2 2
3145864976 2725020039 23 634 45684 4 5
1983284246 3746482171 6 298 48353 5 5
402640597 2801784990 23 116 6102 4 4
40869408 4147865652 0 1164 60419 6 6
2792095872 4158073125 23 53 12704 2 2
230049820 1080083182 23 610 26643 6 6
1825135730 1887816913 6 1075 47554 5 6
2038087723 3698251775 17 693 24322 3 3
216457496 1177302597 0 30 31616 2 2
1983747505 908558232 6 764 42052 3 3
3669883627 3524339213 6 60 1270 1 1
173601456 1247015637 23 401 12794 4 4
0 0 0 0 0 0 0
2715898273 145085466 0 400 11997 2 3
3716110820 2080958002 17 70 22766 1 1
0 0 0 0 0 0 0
2098942239 2110960288 17 1145 54040 3 3
130034295 1249353082 0 126 1008 2 3
3415780335 3679763411 6 1200 13171 3 6
2098948489 1032663810 6 143 43074 3 4
3642658260 3565678870 6 850 52592 3 3
238596650 3174307205 23 835 54575 6 6
2919234591 107913914 23 271 55815 4 4
3603645052 813832986 17 140 30797 3 5
84161801 210690101 0 692 60269 4 10
130208364 2754126321 0 746 4330 2 2
3371496249 2017017130 6 98 9195 5 5
1305393803 225014102 23 1493 22255 4 4
2106304279 2189307736 6 87 41883 5 5
2894198322 1267340761 0 348 564 2 32
3605556945 3701143052 6 270 10488 5 5
2894157751 33188 0 1463 27190 2 302
3376 220822874 0 0 12692 2 8
3397590134 2053583991 6 935 49358 5 7
2098990310 2113148055 6 402 17880 5 5
1885493254 1026994062 17 154 59622 3 178
3716080252 1027398801 6 1577 29802 3 3
3741159903 2076268649 6 66 62073 1 1
2882537144 1767 0 1120 20706 2 4
3741230315 1994975645 17 76 1831 1 1
3534921551 3649434300 17 52 62717 3 3
3669865800 997300237 6 72 19766 3 3
157432 1318863337 23 118 7346 2 2
3516416729 878083331 6 245 670 3 14
230311763 182494120 0 165 3083 2 2
2015142744 1034322615 6 1265 36743 3 9
2894082419 1093829984 23 1168 25181 2 304
400972764 154406271 0 2 10805 4 7
3495567189 2118711894 17 51 16428 5 5
2836945302 130761057 0 232 14483 2 2
216359707 210714447 23 178 1488 2 2
3558241110 1897996417 17 974 27928 3 3
2812217369 3885161678 23 624 57107 6 42
2740297373 1315877727 0 318 31674 4 4
3562293931 3679767982 6 32 42242 3 10
2894302175 210528804 23 1408 14595 2 3
2791922136 229899662 23 1173 39450 2 2
3603521121 3466187795 6 595 8270 5 67
2061224957 675593945 17 1418 8865 7 7
3526990852 997249706 6 996 24152 5 7
3509237367 3565621985 17 1731 5810 5 10
2064608873 2081082804 6 223 50289 3 15
3616925508 3279256172 6 409 60961 5 157
2894150777 189132828 0 77 8430 2 2
1903067627 2076361444 6 1422 17735 5 5
3231006255 2665181112 17 93 18840 5 5
1902978719 3545164371 6 1448 54976 3 42
2751870256 478429 0 286 30450 2 2
2051672683 3596835794 17 318 55398 3 3
2098810886 2076377923 17 104 21231 1 1
3640094581 1976369479 6 103 4995 3 3
1899252029 2101321318 17 78 55523 3 3
3716058235 3679487091 17 70 12664 1 1
2936246548 1182997051 23 854 26121 2 2
2064704542 3701798336 17 238 9300 3 3
1614781 155627656 23 1359 65227 4 6
2098728161 818949717 17 231 9956 3 3
122721555 3998315963 0 1502 48565 2 288
3716054178 2076418705 17 60 4020 1 1
194095312 3074856161 0 228 65371 2 2
2791883225 1342053791 23 1583 37094 2 2
166219 1093823811 0 1475 41038 4 4
2691060367 1181480006 23 935 17522 2 5
3741233148 2001598358 6 65 14781 3 3
3715964058 2041370693 6 1401 42085 3 34
33647 1247092792 23 1010 21831 4 8
122690328 184393128 23 1247 26171 6 230
2894307948 4154142909 0 1428 22353 2 4
175330 2809857573 23 108 54610 6 12
2894259946 1337546060 23 200 43115 4 4
122690857 1094087572 23 1150 18912 2 2
2894175626 3866071380 0 2 340 4 4
0 0 0 0 0 0 0
3715909288 3410834881 6 60 1986 1 1
2256823 3936806352 0 2019 3006 4 97
2098883477 1934677009 6 60 60608 1 3
0 0 0 0 0 0 0
3669923915 1027239369 6 1180 2627 1 1
2747543252 1181391389 0 414 28708 4 4
1912342416 1994957200 17 1477 30016 3 18
2894202833 2807633833 0 2001 16494 2 2
1912406502 1029941136 6 605 22694 3 6
2730169526 274859 0 841 36550 4 4
3682461990 1887881751 6 1514 22300 3 7
2080786406 1027484920 6 43 51497 3 3
183232024 30949918 23 166 63066 2 22
1071207052 3679933195 6 66 64913 1 1
3715909463 2090389938 17 1440 56250 3 3
960350298 2498299970 6 491 20174 7 8
2894314904 5357 23 113 60074 4 17
3663477012 3596756518 17 494 64252 3 3
3716101936 2063610734 6 62 1282 1 1
2894191271 130799518 23 281 22371 2 2
2792301308 66796061 0 286 17927 2 2
1912494934 2001586545 6 63 63621 1 1
254499006 182593353 23 796 15106 4 4
2803334277 103847571 23 215 7655 6 6
3716109273 1994980636 6 1441 7489 1 1
358855918 162426209 23 118 42194 2 2
1912562839 2080997444 17 60 33049 1 1
3502633565 3701409708 6 62 29147 3 3
1912481023 3565501206 17 235 53478 3 3
3532368637 1027556606 17 609 26349 3 4
3744265870 3552853797 17 668 5405 3 3
0 0 0 0 0 0 0
2873306389 27607259 0 392 1178 2 2
3660340989 2503863689 6 873 18006 3 3
2751899967 1111842582 23 171 52715 4 4
1991097373 2069016999 17 62 15652 3 3
2049318333 2008988676 6 314 55756 5 74
0 0 0 0 0 0 0
1912342496 2576830357 17 1932 31843 5 70
122745347 2940719108 23 273 23160 2 2
2936201975 233630331 0 515 1023 4 4
196559069 1188951348 0 100 63505 2 4
3716080219 2080899105 6 62 4733 1 1
2831218602 252427904 0 1987 17110 4 51
2894199450 27741464 0 151 6465 4 4
3495604043 2120662924 17 155 45588 3 3
0 0 0 0 0 0 0
130098265 1324928273 0 1691 48697 4 4
2047595156 2139087123 6 1456 11650 3 6
2098937934 3679491595 17 148 49193 1 1
1912565853 2356817025 6 688 23193 3 3
2792116395 3074940120 0 2 53256 6 27
3616988179 1880990416 17 922 8048 3 5
1912401117 2081153093 17 76 8358 1 1
1973352922 3431213327 17 1216 45931 3 19
3034792273 393445086 23 1091 22321 6 170
3715996450 876363097 17 1506 44678 3 3
1983683450 2038682489 6 14 8810 3 14
3715967916 2093694825 17 942 3401 3 3
3780034539 2767847349 23 1092 6932 2 2
2123995370 1899876664 6 225 6373 3 17
216460555 2701462164 0 611 11490 6 6
2098887858 2085293951 6 394 15009 3 20
1900972797 2637708185 17 1764 3289 5 13
1818721240 806366568 6 776 55584 5 5
194184707 143833238 0 306 59068 4 4
92701 3899812269 0 2 1825 2 2
3669987355 3518059109 6 13 42086 3 3
2067153456 1062171185 6 719 52462 7 26
1989096679 2590217115 6 939 56906 3 15
2098866160 2076433588 17 80 53529 1 1
249859683 1192550395 23 66 6024 4 4
142992767 189175824 23 187 65301 2 3
3342304728 1019694532 17 350 6861 5 20
2884742576 257473591 0 565 8489 2 2
2099003902 1791309312 6 867 7745 3 65
3716147448 2076344614 6 60 4034 1 1
3716022234 2122131119 6 228 1731 3 3
2715863249 189094316 23 1298 14479 2 2
0 0 0 0 0 0 0
0 0 0 0 0 0 0
1920891740 1887740973 17 314 50936 3 3
3715998964 2080921972 17 142 46728 3 3
2792195776 3947619625 0 155 57765 4 10
1912352277 1920177580 17 40 13018 3 3
58746319 1086332584 23 168 3869 2 2
113117 2774322115 0 2 40460 2 2
84188431 4270610001 0 617 8720 4 8
0 0 0 0 0 0 0
2098776178 2076422762 17 374 11194 1 1
2720494190 1371208966 0 280 54698 4 4
2898826474 2845862673 0 728 39160 8 9
3715897739 806472429 6 1454 24183 3 3
0 0 0 0 0 0 0
2936125590 2859845278 0 211 23961 4 4
3716025579 2080946911 6 62 2037 1 1
383608270 2827770615 23 1410 8425 2 19
101491027 2807721531 0 8 59464 2 2
2090813111 3701381469 17 450 4588 3 18
2894131121 2737589663 0 5 39880 4 48
60349956 2839727019 23 536 36852 4 5
3391993994 1016416418 6 1495 41785 3 3
3741169826 3544811397 17 1416 156 3 27
122836309 270409463 23 168 52863 4 16
135545002 1101130914 23 1858 13317 4 18
2894190955 183377145 0 1262 22460 2 3
1912348100 1934869703 17 144 3259 1 1
22618020 3865745470 23 98 31288 6 184
3357581266 2081664650 17 1203 14716 3 29
1796538044 1933879509 17 253 60519 5 7
3619106893 3611991171 17 132 39451 9 11
3443654437 1898171135 6 1364 18427 3 26
2126107014 2053391777 17 836 51610 3 3
2691117500 122584 0 1207 45738 4 4
1731744520 2643201234 6 635 27659 3 3
3719668880 2063693739 17 52 63724 3 3
1912564212 3397700189 17 60 4984 1 1
1973356074 2465406095 6 169 9647 5 22
2012316056 3731826266 17 506 39376 7 7
1991002921 964880448 6 785 27787 5 8
3609941710 3635149972 17 778 56658 3 3
2038032013 2145172474 17 68 6243 3 3
2098909291 1931341851 17 729 804 3 614
2894250819 96128274 0 1448 20543 2 6
1912393825 2076352451 6 192 10630 1 1
2696757177 2801611440 0 588 41088 4 4
2747588772 2818650286 23 1362 3872 4 15
2098973518 2478936659 6 175 37650 7 7
2835035673 1091905290 23 317 39445 4 4
2899706759 1181387225 23 0 33147 2 3
3523844735 1995021848 6 278 19210 3 3
130085682 4009526684 23 2 16617 4 4
216448973 2747364831 23 177 62062 4 4
2762805631 2709640686 0 126 9358 2 2
1988755869 2475003042 17 59 7641 7 34
1912347432 1019643242 17 60 20244 1 1
2115711993 1995241456 17 95 34641 3 3
469652931 257257898 23 254 47111 4 4
183211009 48535 23 152 15384 2 2
3553553714 3539854653 17 60 64659 5 5
3716110708 2080949835 6 1494 36778 1 1
2736371159 1257075893 23 118 55684 4 213
3596124765 2648099303 6 1612 37021 7 8
2882678663 1244635251 0 0 22724 2 35
3669994685 2076430400 17 74 9242 1 1
183209569 229888841 23 604 65493 2 2
1912509209 1994917209 6 503 19033 1 1
101487707 96076046 0 850 10217 2 2
3586387231 3307794850 6 68 1712 3 3
3431322245 712644820 6 64 60002 5 184
3652923297 919113439 6 561 35969 5 5
3716121742 2372249492 17 675 39265 7 125
3716134892 2080919370 17 738 6965 1 1
3418155638 3545158861 6 62 4276 1 1
383547722 2776974837 23 1874 63600 4 18
3639375319 1934754536 17 1910 18208 3 26
2803164670 4207680456 0 1293 59024 4 4
2874213093 327408500 23 1331 10851 6 366
3703432274 2113547237 6 60 34965 5 33
3419599562 3701307354 6 60 27672 1 1
3431117395 2001633148 17 353 5066 3 9
2691101836 182685776 0 176 2509 2 2
1912494826 3675208734 17 1480 16851 3 75
1912380785 959531898 6 246 3672 5 5
3516611435 1898023186 6 1363 24620 3 3
3124832766 2693562873 23 1118 46746 4 18
329705812 1542332406 23 1641 53029 6 43
122701910 182495126 23 1499 47426 4 5
3658213754 2651809859 6 421 50648 5 5
2061232571 3228667102 17 331 51478 5 5
224502117 1101166771 0 1133 6572 2 457
122828573 2827752988 0 1723 29093 4 218
3741751389 2096674917 6 60 52912 3 3
3690284503 3523293444 6 507 31708 9 9
1912342678 1944017027 17 1479 5577 3 153
2882571363 1150175861 0 1444 23227 4 26
2094394034 3701232222 6 148 11669 5 5
3716054049 1925623866 6 1269 7582 1 1
3742424733 989127543 6 197 3024 5 5
2690981893 325885483 23 924 41895 4 6
1831202197 3730117926 6 510 857 5 58
130248367 301543282 0 126 60735 2 4
2888853163 226610451 23 1207 1630 4 6
1983660034 2087608517 17 1294 15584 5 5
2098797813 1912203528 6 181 29616 3 3
3703323577 2627278295 6 168 16444 5 106
2751899051 2807580334 23 126 8709 2 2
2000238715 1059906208 6 1489 20486 7 16
3716063104 2080933397 17 74 18483 1 1
3390906303 869431001 6 1337 15846 5 20
2014903861 3397693776 6 216 61929 3 4
3741236126 1027239113 6 60 2159 1 2
1983653209 3664886414 6 291 6398 5 9
3394237413 979429935 17 153 48573 3 29
2057327432 3518519434 17 97 22886 7 16
2098934167 1027183291 17 140 19457 1 1
3669814919 820626291 6 870 42774 5 5
1988982211 989062562 6 68 4373 3 4
2351935 2690819578 23 178 23788 2 2
2098731584 2494085619 6 1253 17230 3 3
3723284819 2075796576 6 487 5321 3 3
0 0 0 0 0 0 0
183174386 31773912 23 1226 47261 6 6
2894131764 1179553718 23 1447 12525 4 4
2894185923 1087330319 0 188 442 2 2
3716132419 1967708893 17 1301 60703 3 3
1731975952 3693786329 17 78 9315 3 3
3741273077 3490910151 17 1079 17125 3 4
1991044488 914150522 6 252 23604 3 3
1991193630 2036058547 6 234 5307 3 3
2747570523 2818776043 23 1439 35023 4 4
1991165732 2041587835 17 388 46340 3 3
2754069570 4030505609 23 508 59652 6 6
2691081652 2818829695 23 100 34899 2 41
2751955360 1218504905 0 94 28587 4 57
2801719406 1312467578 23 257 3239 4 4
0 0 0 0 0 0 0
2056287499 2076351808 6 1506 12146 1 2
2691092792 2914589087 0 220 7941 4 5
216423585 129309914 0 744 46775 4 4
3669958174 1025477404 17 70 18018 1 1
2036447436 2076429146 17 160 4328 1 1
1807819962 2569284048 17 1822 64737 7 57
1986702968 2081080574 6 243 33413 3 3
38906903 96165974 23 1388 40251 4 4
3179984446 182672243 0 3 37706 4 4
3557992595 1661414167 6 54 9469 5 6
2741338468 3866036084 23 397 7049 2 2
29984338 86055398 23 1060 29499 6 6
1912525810 3587548158 6 64 250 3 3
84221874 1181375161 0 1275 61188 4 4
1817259157 1989197064 6 5 19403 3 6
135661352 3109832759 23 201 30 4 394
1965950507 989594118 6 1975 30009 5 5
3523552849 908477139 17 1345 55067 3 206
3601222988 3540907530 17 34 35927 7 136
3578977413 3639673580 6 386 45766 3 3
1991004826 2468574273 6 48 15220 3 8
2741855031 2950867715 23 172 28362 4 4
2065119296 3679548688 17 106 55880 3 3
2936199514 1159190734 23 618 38149 6 32
2924628966 276422234 23 94 42286 6 9
3716059073 2001480532 17 920 28807 3 3
3416405457 2089546077 6 70 2815 3 7
132194456 3191968218 0 681 5105 6 7
3716088489 2076351601 17 128 24052 1 1
3741238670 2080903202 6 60 54808 1 1
2873280651 1313864810 0 118 3383 4 4
3669826029 3632697354 17 1384 14579 5 10
2094293122 1997479141 17 307 55568 7 7
379600662 2779422382 23 1420 13616 4 171
2051800403 3599256043 17 960 836 7 7
130185446 4010979914 23 1424 8433 4 4
2098758085 2630524959 17 133 25868 5 5
1889161450 1033375667 6 690 63024 3 11
1912496337 2494058131 6 100 29207 3 3
58791873 3181717919 0 2 54505 2 2
130096299 220983485 23 198 11329 2 2
216338004 2972265653 0 0 1705 2 2
3389580995 2001590278 6 62 1618 1 1
2690971906 3770335782 23 21 5453 4 4
183215705 2810115091 0 208 22921 4 4
3235852990 1862822649 6 1781 21875 5 6
2098756929 1003432604 6 321 204 3 3
216463219 2807938600 23 0 56303 2 2
49743 2807997086 23 2 63406 2 2
0 0 0 0 0 0 0
0 0 0 0 0 0 0
142134207 59571578 0 16 18145 6 51
2094637295 3535840849 17 74 11517 1 1
2892754600 1281456789 0 908 65000 6 6
265684955 3996049973 23 176 27014 4 4
3732868172 979569728 6 60 15706 1 1
406630556 210760009 0 1166 41266 4 5
2728533455 101957 0 0 61121 2 12
0 0 0 0 0 0 0
2098954676 3602831092 6 94 6685 3 3
1912439275 1923882619 17 232 40381 3 3
2064969627 898405219 17 766 1000 3 8
292502755 130647020 0 391 10535 4 4
166340 16000 23 866 18634 2 2
3642753159 1061814769 6 359 34134 5 5
1989090625 2076265549 6 168 35357 1 1
3732651873 1934680836 6 1350 54788 1 1
2065027749 2001475213 6 826 14367 3 3
2877856615 3772949398 0 1512 4923 4 5
1990996074 2121807275 6 233 3731 5 5
0 0 0 0 0 0 0
3058361284 33227969 23 711 61668 2 2
2064964125 1025478414 17 104 6800 1 1
2837166944 258350899 0 1114 48096 4 5
3716124557 2080957075 6 62 4130 1 1
472854009 3968819798 0 196 62655 6 31
2894109574 2920925329 23 120 7818 2 2
3616912518 3652011299 6 142 38458 3 3
1983797873 2587977061 6 4 16299 3 3
3621654468 913846690 17 70 55434 3 3
2751748517 4018096648 0 443 20963 6 6
85120 1335228663 23 81 10049 2 2
71333493 121361447 0 1652 33373 4 24
2098755757 3596824290 6 1460 14794 3 6
1912360851 1899856247 17 76 8949 1 1
1991139296 1810466329 6 469 2013 7 57
3723284243 1632807635 6 202 15121 5 5
2098943140 1995134609 17 478 10675 3 13
2936244450 220772522 0 18 53988 2 26
3716038727 1027179544 17 60 10482 1 1
49392 1188899375 23 4 17793 2 2
3419593871 1025378643 6 60 51174 1 1
3523307600 1654406879 6 201 6300 7 9
2791914658 1101022657 0 126 33137 4 7
230494995 2693855205 0 463 27539 2 2
101388635 151235 23 214 51518 2 2
58864011 15937580 23 486 18087 2 2
2838406248 2914736302 0 1162 46630 6 6
0 0 0 0 0 0 0
149428 2686444222 0 0 7089 2 2
3180272201 369453187 23 1514 52821 4 5
258405993 225576533 0 1461 29254 8 8
2810518409 125666798 0 225 53061 2 2
3716123671 3679569379 6 60 62267 1 1
73642165 189186673 23 383 52168 2 9
2065057778 2080902584 6 66 3215 1 5
1903022182 3613145224 6 252 22792 3 3
2138543084 1880973119 17 74 51783 3 9
0 0 0 0 0 0 0
3681740413 3574099943 17 470 59505 5 5
3523329819 3492679431 17 1457 17800 5 5
2065097654 3679847765 6 145 55413 3 3
3715933487 1934622924 6 60 3250 1 1
196424888 2807643718 23 110 31258 4 4
2894098921 1227895909 23 0 53781 2 2
2894198228 2808392159 23 723 32386 4 4
2812637780 3777613134 0 32 5889 4 8
142942578 1185129123 0 626 7628 2 502
3716057247 2076427176 17 70 23075 1 1
1932673312 2353765082 6 1867 53250 7 14
2753557050 130748314 0 118 6588 2 2
3524798412 1027368009 6 198 44626 3 3
2886749729 3055345890 23 131 2705 4 9
380472979 3074863226 23 532 16833 2 2
3660339136 865879495 6 147 34934 3 3
1912327032 2049275615 17 563 25925 3 3
3208542733 1242949890 0 426 6735 6 23
1932752016 2076404463 6 685 58644 3 5
2749358408 2834578458 23 67 45290 2 4
1912563334 1934824079 17 94 12903 1 3
3693330795 3615490257 17 1503 15884 7 74
3987280308 2906528568 23 116 5724 6 6
154012 3203158853 23 1306 29113 4 4
1632746096 3585203230 17 757 24145 5 11
1983859060 2064686286 6 1122 16467 3 8
3732832912 1002165736 17 291 7318 3 3
101640631 1335152485 0 275 22095 2 8
2065096754 2440802426 6 1097 17157 5 5
25852160 2982108463 23 119 27417 6 17
33804 2807626076 0 84 31239 2 2
1912477513 2642893599 6 731 23883 3 3
3389625732 2643300808 17 1418 22214 3 7
3741166818 1025416020 17 353 4835 1 1
248093038 1116858208 23 580 51153 6 47
97652 2981423155 0 197 35665 4 4
41173476 182532712 0 2 25896 2 8
1912398136 1899856242 6 1422 1720 1 1
1084853 1235474698 0 799 8538 6 6
2936059248 2705574305 23 122 43355 2 2
1912346670 2498617014 17 631 39761 3 3
1912439863 2076429440 6 62 1086 1 1
3669913530 3687161215 6 849 12375 3 3
2812737553 3161436513 23 258 5761 4 4
0 0 0 0 0 0 0
2823206675 1152130155 23 1295 34210 6 998
3716149884 906357223 17 131 57648 3 3
3669964970 988288065 6 584 13640 3 4
3587761851 1045080694 17 232 50655 5 5
2863550366 1269342593 23 197 61931 2 2
58869768 182710505 23 2 13651 2 2
357465990 1181435621 0 474 55393 2 2
1857189428 3289688417 6 469 14834 3 17
0 0 0 0 0 0 0
2805244184 89035802 23 167 4078 4 4
2098949012 3223252982 6 1402 22008 5 299
0 0 0 0 0 0 0
2783770190 2694005733 23 428 15454 4 9
3716004286 895430698 6 430 52692 3 3
183309968 168858192 0 1266 16748 4 86
2812700841 2912624472 0 237 54211 4 4
0 0 0 0 0 0 0
2064962913 2076345625 17 323 6800 1 1
142882735 1177398241 23 514 6378 2 2
3516520899 656639490 6 415 24185 5 22
0 0 0 0 0 0 0
380498655 170237 23 51 39893 2 2
2065060742 1899874443 17 65 34782 1 1
2729399653 4190763639 0 752 31986 6 6
3669926955 2076344858 6 78 6869 1 1
265730173 4131519002 0 1503 15961 4 4
3516555794 1973878448 6 478 23927 3 19
1731272135 3528567049 17 119 27220 5 7
2037912164 2076298269 17 344 11600 1 1
0 0 0 0 0 0 0
2098813712 1027215715 17 1381 23393 3 6
2690945955 1093827414 23 178 58227 2 2
204933 4012591395 0 1494 6332 2 2
1817277265 2622892031 17 1294 27833 3 3
874569801 2511279023 17 308 47733 5 5
157293822 3889111445 23 829 42329 6 20
2025019319 946940221 6 1197 52704 5 5
1912506872 2063476120 17 74 24437 1 1
3383524162 842018880 17 389 39179 5 5
2717385509 104639176 0 206 28751 4 4
3660563042 979586938 6 102 34268 5 5
380484372 2807597532 23 377 14482 2 2
1876452957 3322437136 6 1534 26391 3 292
2061082158 2076688541 6 90 17856 3 3
1912547277 1994917152 6 591 21999 1 1
1962466951 900418556 6 1402 44486 3 3
1649194994 3249440438 6 629 64448 5 5
2098751962 2081157411 6 60 12163 1 1
2894156089 2914618990 23 955 12266 2 26
3633025292 2057731385 6 178 37746 5 24
2751876655 2185 0 215 38324 2 2
3669805481 2108726322 17 1084 13247 5 5
3124826665 3029423692 23 1038 6586 6 8
2783757522 2903134194 23 501 35003 6 22
3716005284 3663093243 6 114 19562 5 6
3397399973 2076426628 17 344 26138 1 1
1991050999 2080925743 17 143 27564 1 1
2098908455 1994933450 6 60 3492 1 1
3716040815 1019627030 6 1142 8234 1 1
2873359241 1335336590 0 729 58564 2 2
1624452291 2585949379 17 153 53104 5 8
3658319229 959556281 6 2002 12385 5 5
3741141193 2080899796 6 242 4789 1 1
101664894 3946898526 23 54 36261 4 4
2808151289 3885957952 23 1174 48041 4 5
2064695652 3596810791 17 807 16028 3 3
3136686985 2859699477 0 942 15093 4 4
2064803000 2076306238 17 140 11833 1 1
39555 116827404 0 53 29768 2 2
1920866540 3734384827 6 263 37825 3 3
3418043312 3565170316 6 1060 42936 5 75
1989106280 2063492482 6 36 11499 3 3
216307945 3088863931 23 189 32031 4 4
1966065323 3568101655 6 1279 39099 5 59
2805394104 1236030457 0 2010 24576 8 38
1617111767 1034502593 6 593 30712 3 3
1720444057 3705887362 6 944 43476 5 5
3166448994 95958986 0 1209 59780 6 6
382560539 3988219268 0 1121 22298 6 22
3145228617 1313695846 0 1494 20881 2 76
501448073 1304516711 23 280 28962 6 6
3669900737 1019739301 6 60 60425 1 1
3596218924 988912979 17 136 16148 3 148
2065330643 2076249298 17 159 11798 1 1
3122431202 1294847231 23 814 28228 8 8
216701084 3949284069 23 1309 29164 4 5
132341 1335293647 0 0 5947 2 15
3715896040 3531625123 17 511 30446 3 10
20691448 3947121556 23 694 64199 4 53
3518668434 1057451575 6 780 4556 5 5
2098897590 1887698973 17 975 54990 3 3
2779336561 5387733 23 0 22068 4 36
73414741 3936706357 23 289 12254 4 4
0 0 0 0 0 0 0
1978199308 2455083518 17 717 51850 7 7
3644705583 3249409965 6 164 19488 3 3
2805381596 1284066703 23 395 40503 6 6
2997394804 130667480 0 170 18434 2 2
3603628388 2424509352 6 1448 6842 3 27
79889530 3926351154 0 486 30481 4 36
216446701 100320 0 201 2141 2 2
2025333872 3723531134 17 290 48624 5 16
3669907406 3676844723 17 77 32700 3 4
3444397462 1898056425 17 742 47028 3 3
1987348376 2470156929 17 365 43309 7 13
217873260 513529152 0 577 21006 4 4
3216850606 339819638 0 1376 6329 6 6
3546301301 1953250962 17 42 8487 3 3
243006661 4055873683 0 274 5755 4 4
2823956572 1274497069 0 209 28667 4 4
1889648093 3518070119 6 52 45821 5 13
1576169123 3907046888 0 1195 5655 4 13
3741077811 2080916383 6 60 10019 1 1
3417357128 2487194120 6 60 48647 3 3
3716038419 2599505476 6 873 12931 3 5
2098741900 3679951301 6 74 1067 1 1
2012235341 3352537609 6 1284 25667 5 5
2935368232 210560954 23 1072 53289 4 4
0 0 0 0 0 0 0
2894268769 2754135082 0 361 21199 2 8
2894113053 4001343333 0 872 13508 4 7
3669902396 3574196477 6 654 45501 3 3
2446415096 2160220153 17 1070 6899 5 5
124831254 197363641 23 641 11748 2 2
2791949846 2694063584 0 179 30317 2 2
2711976456 1093732886 23 85 5326 2 2
1879133843 3472149630 17 1490 42137 5 12
1900975824 2563130189 17 636 20165 3 3
2064866725 2050934711 17 400 30121 3 4
0 0 0 0 0 0 0
1456787166 3801341806 23 20 24015 4 11
1912528194 3662826445 6 50 5257 3 3
1289773855 3865911074 0 99 29647 2 2
3716029351 878091323 17 68 27806 3 21
2831244918 3860324003 23 1847 41500 6 7
246311 123708823 23 0 6996 2 2
2065057096 1956358247 17 1258 8204 3 23
1912558063 3397697819 17 79 13690 1 1
3716127565 2076413035 6 60 15863 1 1
130147666 248391521 23 1351 17134 2 2
2098779309 1994972012 17 78 14801 3 3
2791916693 182684924 23 1205 20119 2 2
2894231509 1246894757 23 632 24279 2 2
216480092 2901389774 23 302 43463 4 6
101546856 130825521 0 743 52522 4 4
2098833014 2426522028 17 346 32319 3 40
1919734014 3679464482 17 1395 48533 3 3
2754033616 2962118375 0 503 17067 4 4
2691802300 263191255 0 127 53167 6 31
122688162 182486414 23 1494 3153 2 2
182997302 7185 0 1774 19212 2 12
3669994859 1019737207 6 374 64521 1 1
2013117568 1981809472 17 1187 52345 5 12
3713773384 3627838698 6 806 14348 3 4
184619 220952595 23 1509 48282 6 14
3667694003 1779952286 6 229 36217 5 61
3716071487 1934814809 6 60 445 1 1
124980645 2694283954 23 292 42125 2 2
1491846763 3863914089 23 461 8080 4 4
196597242 1189071069 23 364 31475 4 4
3716116565 2081144940 6 92 1805 1 1
3083839218 78148411 23 60 21865 4 4
277882515 4262152092 0 339 17766 4 4
2873314832 3875096582 23 116 24824 4 4
2882608132 210520670 23 169 46069 4 4
