#threshold	hh_are	hh_f1score	n_exports
5	0.742071115423	0.437301671652	105802
10	0.55429291016	0.640251972382	105802
15	0.398104063675	0.773374092472	105802
20	0.314722879016	0.832431238264	105802
25	0.263445486208	0.865100338591	105802
30	0.228961979735	0.885849077899	105802
35	0.200374257015	0.902368796729	105802
40	0.18218482412	0.912418099918	105802
45	0.166973255338	0.920286525206	105802
50	0.150866344509	0.92869941128	105802
