#threshold	hh_are	hh_f1score	n_exports
5	0.558929661881	0.664767052211	249423
10	0.395366685411	0.803056027165	249423
15	0.308221320032	0.867049900425	249423
20	0.255251033245	0.899638964105	249423
25	0.225075566264	0.916369229556	249423
30	0.204712683962	0.926537449151	249423
35	0.187400921553	0.934798947764	249423
40	0.178835345039	0.937720329025	249423
45	0.169551219581	0.941341744639	249423
50	0.163855116111	0.942833889933	249423
