#threshold	hh_are	hh_f1score	n_exports
5	0.635782999984	0.621954377037	1722146
10	0.53928928914	0.714305129499	1722146
15	0.431637758206	0.811751807515	1722146
20	0.375129358309	0.853893579707	1722146
25	0.343548320152	0.874037043108	1722146
30	0.323837263302	0.886004514673	1722146
35	0.310928482124	0.891885948838	1722146
40	0.305588619778	0.892537858055	1722146
45	0.298605531702	0.895134297806	1722146
50	0.293852042276	0.896040329435	1722146
