#n_pkts	hh_are	hh_f1score	n_exports
500000	0.00807343330153	0.996724978033	40847
1000000	0.0395711535193	0.983882651213	55810
1500000	0.0840722859648	0.964480411743	67119
2000000	0.129734931662	0.944125034887	77255
2500000	0.172950143891	0.923576531717	87445
3000000	0.206053128606	0.907870626838	97877
3500000	0.234335147231	0.893414695182	108047
4000000	0.258228515857	0.881188118812	119115
4500000	0.277997113943	0.870959910661	130207
5000000	0.294255340265	0.862414942893	140291
5500000	0.310286350266	0.853768532612	151343
6000000	0.323197891667	0.846699081864	162367
6500000	0.335136468533	0.840176374333	173321
7000000	0.346147365766	0.833753595909	183993
7500000	0.355913701186	0.828032199755	195357
8000000	0.366511568955	0.821287329785	205925
8500000	0.377154981725	0.814354389295	216469
9000000	0.384619580323	0.809486104187	227127
9500000	0.389698932277	0.806652572234	238279
10000000	0.395366685411	0.803056027165	249423
10500000	0.401971727815	0.798634753005	260561
11000000	0.407147024405	0.795094943336	271471
11500000	0.411933633936	0.792013419012	282183
12000000	0.416878027691	0.788778541587	293081
12500000	0.421327243052	0.785680212616	304489
13000000	0.42485821998	0.783529359972	315735
13500000	0.427744365583	0.781806130667	326743
14000000	0.430865483995	0.779772541523	337221
14500000	0.434381424437	0.777333171658	347911
15000000	0.437405127444	0.775327563922	358433
15500000	0.43990976779	0.77371206933	368651
16000000	0.442413665878	0.771999725218	379297
16500000	0.444799395436	0.770303352197	389537
17000000	0.446945212585	0.76878333681	400379
17500000	0.449606107902	0.76692832685	410791
18000000	0.452258894011	0.764856408474	421329
18500000	0.454886738251	0.762876812525	431301
19000000	0.457064011101	0.761264092069	441597
19500000	0.459358337308	0.759554413025	451601
20000000	0.461343336197	0.758117402641	462271
