#n_pkts	hh_are	hh_f1score	n_exports
500000	0.0406922963902	0.981746656176	40847
1000000	0.14807955702	0.928067363586	55810
1500000	0.236162445098	0.880571573641	67119
2000000	0.303743516007	0.841042141485	77255
2500000	0.355176594847	0.809012739258	87445
3000000	0.394090127519	0.783675830839	97877
3500000	0.423107635674	0.764310637025	108047
4000000	0.448016080848	0.747048435245	119115
4500000	0.467335140083	0.733275568925	130207
5000000	0.481442834869	0.723377164728	140291
5500000	0.494807499746	0.713600112427	151343
6000000	0.506337469095	0.705189561792	162367
6500000	0.516451334044	0.697880923391	173321
7000000	0.524820781371	0.691529628621	183993
7500000	0.532027858115	0.686073914494	195357
8000000	0.538656056335	0.6807649184	205925
8500000	0.544413645129	0.676315307693	216469
9000000	0.548893125967	0.67292539657	227127
9500000	0.553831163126	0.668833164594	238279
10000000	0.558929661881	0.664767052211	249423
10500000	0.563329684425	0.661344276565	260561
11000000	0.567277070382	0.658031501084	271471
11500000	0.570828077414	0.655164468884	282183
12000000	0.574369428684	0.652223843994	293081
12500000	0.57720394988	0.649909591841	304489
13000000	0.580047133083	0.647637734076	315735
13500000	0.58289614428	0.645311741974	326743
14000000	0.585433435046	0.643246261631	337221
14500000	0.588182288625	0.640877954716	347911
15000000	0.590742337576	0.638744481388	358433
15500000	0.592904972136	0.636904176465	368651
16000000	0.59482697961	0.635162533828	379297
16500000	0.596791818541	0.633423470311	389537
17000000	0.598693845271	0.63172015613	400379
17500000	0.600655982455	0.629968350859	410791
18000000	0.602865170674	0.627821489301	421329
18500000	0.605061554843	0.625762977333	431301
19000000	0.607427631898	0.623496211941	441597
19500000	0.609733571771	0.621370604368	451601
20000000	0.611651916051	0.619635971443	462271
