#n_pkts	hh_are	hh_f1score	n_exports
500000	0.00581479982833	0.997605746209	41794
1000000	0.0347004680684	0.984711416682	56986
1500000	0.0809996017977	0.96235956963	66508
2000000	0.130674590862	0.936714554809	72956
2500000	0.17949388917	0.910153681288	78016
3000000	0.226466541014	0.883082354479	81836
3500000	0.266268839219	0.858629386183	84954
4000000	0.302894885109	0.835258847616	87836
4500000	0.334601125348	0.814118367139	90262
5000000	0.362546859672	0.794975067127	92292
5500000	0.389938892611	0.77522134554	94242
6000000	0.414544552696	0.756872545519	95898
6500000	0.436518577107	0.739994843052	97534
7000000	0.456846161995	0.724024922603	98996
7500000	0.476698883192	0.70793721529	100386
8000000	0.495497386116	0.692136164156	101614
8500000	0.513449372298	0.676616688693	102676
9000000	0.52872298318	0.663197874816	103762
9500000	0.541456237056	0.651826374956	104764
10000000	0.55429291016	0.640251972382	105802
10500000	0.567721888596	0.627668862608	106710
11000000	0.57965629451	0.61633029994	107542
11500000	0.590375467306	0.6059942956	108322
12000000	0.600807430847	0.595717609423	109090
12500000	0.611356359782	0.58508094755	109900
13000000	0.620648546589	0.575586789924	110594
13500000	0.62887961689	0.567225235345	111292
14000000	0.637150224681	0.558747975195	111958
14500000	0.645054504021	0.550491981343	112598
15000000	0.652597670849	0.542333434862	113148
15500000	0.659548908788	0.53488425448	113674
16000000	0.666191969679	0.527639244582	114200
16500000	0.672168173627	0.521059742701	114710
17000000	0.678218079424	0.514284070313	115288
17500000	0.684259621068	0.507475943745	115796
18000000	0.690049079742	0.500909726114	116226
18500000	0.695343140058	0.494720391384	116646
19000000	0.700855107867	0.488300114731	117052
19500000	0.70574543411	0.482548919383	117498
20000000	0.710716166183	0.476707884624	117934
