#n_pkts	hh_are	hh_f1score	n_exports
500000	0.224721057389	0.896794027229	84622
1000000	0.299793593968	0.867252170402	165023
1500000	0.342529830361	0.849030314442	249292
2000000	0.372395429578	0.834591795852	334681
2500000	0.397265077609	0.821520788323	422449
3000000	0.418392767995	0.808623456359	510201
3500000	0.433583675073	0.799138687963	595002
4000000	0.447094227889	0.789598737859	684066
4500000	0.458834383087	0.780737812451	770945
5000000	0.469317393504	0.772591759934	853148
5500000	0.479669241315	0.76463792789	940944
6000000	0.488671256187	0.757510392412	1029797
6500000	0.497081993815	0.750966004712	1118158
7000000	0.504665578638	0.74457284253	1203845
7500000	0.510606795008	0.739634315823	1293862
8000000	0.518485611321	0.732928540215	1379667
8500000	0.525796357823	0.7264587768	1463762
9000000	0.531478922051	0.72141551264	1549441
9500000	0.535417600748	0.717895353654	1635173
10000000	0.53928928914	0.714305129499	1722146
10500000	0.544399277476	0.709603338343	1811143
11000000	0.548292807162	0.705972379769	1899238
11500000	0.551882068555	0.703042017099	1984567
12000000	0.555901971025	0.699112882164	2071679
12500000	0.558834678046	0.696324133499	2160272
13000000	0.561471074378	0.694264504232	2249691
13500000	0.563612864318	0.692453133492	2334943
14000000	0.566257859448	0.689903559948	2420436
14500000	0.56883943896	0.687763621499	2507852
15000000	0.571144119531	0.685450509179	2593698
15500000	0.572594053195	0.684069087335	2675340
16000000	0.574849095583	0.682016955519	2760064
16500000	0.576714032105	0.680294765551	2840767
17000000	0.57866453034	0.678246283468	2924945
17500000	0.580769125871	0.676167715619	3008301
18000000	0.582820773682	0.674212465873	3092485
18500000	0.584837733418	0.672235548093	3171792
19000000	0.586823376635	0.670251548328	3254039
19500000	0.588625092336	0.668476916439	3335389
20000000	0.590174530352	0.666922157848	3418255
